actual_publisher,allowed_decision_types,date_or_period,disease,evidence_quote,issue_category,issue_type,location,priority_level,priority_rank,recommended_artifacts_to_open,short_title,source_title,source_url,suggested_action,suggested_reviewer_question,target_ids,target_type,why_it_matters
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,source_identity_review,source_credibility,Texas,P1_high,32,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,source identity review - review_source_credibility_src_search_d93e2ef153b0 - Measles - Texas Epidemic Public Health Institute,Measles - Texas Epidemic Public Health Institute,https://tephi.texas.gov/training/selected-outbreaks/measles,Open source identity assessments and source registry metadata.,"Who is the actual publisher, and is it independent of other evidence?",src_search_d93e2ef153b0,source,Publisher or source identity uncertainty can affect source independence and credibility.
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",outside_scope_review,record_linking,Texas,P1_high,33,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_linking_event_001 - Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Or...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_8242cbb785a1_001; rec_src_search_8242cbb785a1_002,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",outside_scope_review,record_linking,Texas,P1_high,34,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_linking_event_010 - Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Or...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_6e578fc529e9_001; rec_src_search_6e578fc529e9_002,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",outside_scope_review,record_normalization,Texas,P1_high,35,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_normalization_rec_src_search_6e578fc529e9_001 - Situation Report #1: Measles in the Americas Region - PAHO/...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_6e578fc529e9_001,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",outside_scope_review,record_normalization,Texas,P1_high,36,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_normalization_rec_src_search_6e578fc529e9_002 - Situation Report #1: Measles in the Americas Region - PAHO/...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_6e578fc529e9_002,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",outside_scope_review,record_normalization,Texas,P1_high,37,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_normalization_rec_src_search_8242cbb785a1_001 - Situation Report #2: Measles in the Americas Region - PAHO/...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_8242cbb785a1_001,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_as_is; correct_fields; reject_record; mark_requires_review; mark_review_resolved; mark_non_countable; mark_countable; mark_duplicate; mark_not_duplicate; needs_more_evidence; defer_decision,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",outside_scope_review,record_normalization,Texas,P1_high,38,human_review_items; record_inclusion_decisions; quarantined_records; context_records; final_case_dataset,outside scope review - review_normalization_rec_src_search_8242cbb785a1_002 - Situation Report #2: Measles in the Americas Region - PAHO/...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_8242cbb785a1_002,record,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",outside_scope_review,validation_scope_issue,Texas,P1_high,39,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_008 - Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American H...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_8242cbb785a1_001; val_result_008,validation_result,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",outside_scope_review,validation_scope_issue,Texas,P1_high,40,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_009 - Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American H...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_8242cbb785a1_002; val_result_009,validation_result,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",outside_scope_review,validation_scope_issue,Texas,P1_high,41,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_010 - Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American H...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_6e578fc529e9_001; val_result_010,validation_result,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",outside_scope_review,validation_scope_issue,Texas,P1_high,42,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,outside scope review - review_validation_val_result_011 - Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American H...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_6e578fc529e9_002; val_result_011,validation_result,"The item may be outside the requested disease, location, or time window."
Centers for Disease Control and Prevention,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"##### [Return to your place in the text](#F1_up)**FIGURE 1**. **Reported number of confirmed\* measles cases, by state (N = 800) — United States, January 1–April 17, 2025**",outside_scope_review,validation_scope_issue,Texas,P1_high,43,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,"outside scope review - review_validation_val_result_023 - Measles Update — United States, January 1–April 17, 2025 | MMWR","Measles Update — United States, January 1–April 17, 2025  | MMWR",https://www.cdc.gov/mmwr/volumes/74/wr/mm7414a1.htm,Inspect the evidence quote and record inclusion decision.,Does the evidence actually match the requested scope?,rec_src_search_3109afb35d90_001; val_result_023,validation_result,"The item may be outside the requested disease, location, or time window."
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",missing_required_fields_review,record_schema_validation,Texas,P2_medium,44,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,missing required fields review - review_record_rec_src_search_6e578fc529e9_001 - Situation Report #1: Measles in the Americas Region - PA...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_6e578fc529e9_001,validation_result,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/04/pahomeaslessitrep1engupdated_0.pdf ""Situation Report #1: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 12 of 2026, countries in the Region of the Americas reported 14,465 confirmed measles cases. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Genotyping information indicate that the D8 lineage has been identified across multiple countries and is associated with outbreaks in at least ten countries, suggesting widespread circulation of this strain in the Region. The highest number of cases in 2026 have been reported in Mexico (n= 8,315), Guatemala (n= 3,687), the United States of America (n= 1,664...",missing_required_fields_review,record_schema_validation,Texas,P2_medium,45,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,missing required fields review - review_record_rec_src_search_6e578fc529e9_002 - Situation Report #1: Measles in the Americas Region - PA...,Situation Report #1: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-1-measles-americas-region,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_6e578fc529e9_002,validation_result,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",missing_required_fields_review,record_schema_validation,Texas,P2_medium,46,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,missing required fields review - review_record_rec_src_search_8242cbb785a1_001 - Situation Report #2: Measles in the Americas Region - PA...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_8242cbb785a1_001,validation_result,This review item requires human inspection before it should affect downstream interpretation.
Pan American Health Organization,accept_validation_result; mark_validation_result_not_applicable; confirm_conflict; resolve_conflict_as_left; resolve_conflict_as_right; mark_needs_more_evidence; override_validation_status,2025-04-30,Measles,"| [Download](/sites/default/files/2026/05/measles-outbreak-situation-report-7may-2026.pdf ""Situation Report #2: Measles in the Americas Region"") | Between epidemiological weeks (EW) 1 and EW 16 of 2026, countries in the Region of the Americas reported 18,352 confirmed measles cases including 15 deaths. In 2025, 14,503 measles cases were reported, including 32 deaths. This follows a marked rise in cases during 2025, with continued acceleration observed in early 2026. Since the publication of Situation Report No. 1 (EW 12, 2026), an additional 3,887 confirmed cases including six deaths have been reported, reflecting continued expansion of outbreaks in Mexico and Guatemala, sustained transmission in Canada, and newly reported cases in Peru. The highest number of confirmed cases in 2026 hav...",missing_required_fields_review,record_schema_validation,Texas,P2_medium,47,human_review_items; record_inclusion_decisions; validation_results; validation_source_compatibility_summary,missing required fields review - review_record_rec_src_search_8242cbb785a1_002 - Situation Report #2: Measles in the Americas Region - PA...,Situation Report #2: Measles in the Americas Region - PAHO/WHO | Pan American Health Organization,https://www.paho.org/en/documents/situation-report-2-measles-americas-region,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",rec_src_search_8242cbb785a1_002,validation_result,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,48,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_0132cfa4f779 - 2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_0132cfa4f779,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,49,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_1be284797a9b - Map: Track measles outbreaks, cases and vaccination rates by state acro...","Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_1be284797a9b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,50,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_78633c13024a - News & Alerts | Texas DSHS,News & Alerts | Texas DSHS,https://www.dshs.texas.gov/news-alerts,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_78633c13024a,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,51,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_core_metric_gap_src_search_9d3a148dc974 - Measles Outbreak in a Child Care Facility — Lubbock, Texas, March–April...","Measles Outbreak in a Child Care Facility — Lubbock, Texas, March–April 2025  | MMWR",https://www.cdc.gov/mmwr/volumes/75/wr/mm7521a1.htm,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_9d3a148dc974,source,This review item requires human inspection before it should affect downstream interpretation.
National Center for Biotechnology Information,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,52,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_b69d58b16fda - Measles resurgence in Texas: a public health wake-up call - PMC,Measles resurgence in Texas: a public health wake-up call - PMC,https://pmc.ncbi.nlm.nih.gov/articles/PMC12577891,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_b69d58b16fda,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,53,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_d93e2ef153b0 - Measles - Texas Epidemic Public Health Institute,Measles - Texas Epidemic Public Health Institute,https://tephi.texas.gov/training/selected-outbreaks/measles,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_d93e2ef153b0,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,"Task-relevant source text appeared to contain core epidemiology metric signals, but extraction produced no structured records.",general_review,core_metric_extraction_gap,Texas,P3_low,54,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_core_metric_gap_src_search_deb9c3feab77 - Texas Department of State Health Services (DSHS),Texas Department of State Health Services (DSHS),https://www.dshs.texas.gov,review_source_for_core_metric_extraction,"What decision, if any, should a human reviewer record?",src_search_deb9c3feab77,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,general_review,source_screening,Texas,P3_low,55,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_0132cfa4f779 - 2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,2025-2026 Measles Outbreaks: Where Are We Now? Resources ...,https://www.naccho.org/blog/articles/2025-2026-measles-resources-updates-for-local-health-departments,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_0132cfa4f779,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,general_review,source_screening,Texas,P3_low,56,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_14e93bfe3eec - 2025 Southwest United States measles outbreak - Wikipedia,2025 Southwest United States measles outbreak - Wikipedia,https://en.wikipedia.org/wiki/2025_Southwest_United_States_measles_outbreak,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_14e93bfe3eec,source,This review item requires human inspection before it should affect downstream interpretation.
Centers for Disease Control and Prevention,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,general_review,source_screening,Texas,P3_low,57,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,"general review - review_source_src_search_1be284797a9b - Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.","Map: Track measles outbreaks, cases and vaccination rates by state across the U.S.",https://www.nbcnews.com/data-graphics/track-measles-outbreak-cases-us-map-rcna198932,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_1be284797a9b,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,general_review,source_screening,Texas,P3_low,58,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_28bcce01426c - A second school-aged child in West Texas has died from a measles ...,A second school-aged child in West Texas has died from a measles ...,https://www.facebook.com/WFAE/posts/a-second-school-aged-child-in-west-texas-has-died-from-a-measles-related-illness/1212196550916179,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_28bcce01426c,source,This review item requires human inspection before it should affect downstream interpretation.
,approve_source_role; override_source_role; exclude_source; mark_source_needs_review,2025-01-01-2025-04-30,Measles,,general_review,source_screening,Texas,P3_low,59,human_review_items; record_inclusion_decisions; source_registry; source_identity_assessments,general review - review_source_src_search_340ae0c9d09e - First death in Texas measles outbreak is unvaccinated child,First death in Texas measles outbreak is unvaccinated child,https://www.texastribune.org/2025/02/26/texas-measles-death,Inspect the linked artifacts and only then edit a decision file if needed.,"What decision, if any, should a human reviewer record?",src_search_340ae0c9d09e,source,This review item requires human inspection before it should affect downstream interpretation.
